MOF,MOFid,CO2_capacity_001,CO2_capacity_005,CO2_capacity_01,CO2_capacity_05,CO2_capacity_25,metal_node,organic_linker
hMOF-6003758,[O-]C(=O)C1=CC=C([C]=C1)C=Cc1cc(Br)c(cc1Br)C(=O)[O-].[O-]C(=O)C1=C[C]=C(C=C1)[C]=CC1=[C][C]=C([C]=C1)C(=O)[O-].BrBr.[O].[V] MOFid-v1.rna.cat0;6003758,0.0289015,0.142966,0.31281,1.51646,5.59109,[V],"['[O-]C(=O)C1=CC=C([C]=C1)C=Cc1cc(Br)c(cc1Br)C(=O)[O-]', '[O-]C(=O)C1=C[C]=C(C=C1)[C]=CC1=[C][C]=C([C]=C1)C(=O)[O-]', 'BrBr', '[O]']"
hMOF-6003458,[O-]C(=O)C#CC12C3C4(C2(C2C1(C3(C42C#CC(=O)[O-])C)C)C)C.[O-]C(=O)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6003458,0.0622337,0.346765,0.694499,2.32856,4.20526,[V],"['[O-]C(=O)C#CC12C3C4(C2(C2C1(C3(C42C#CC(=O)[O-])C)C)C)C', '[O-]C(=O)C(=O)[O-]', '[O]']"
hMOF-1000257,N#CC1Cc2c1c(ccc2C(=O)[O-])C(=O)[O-].[O-]C(=O)C#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.06127,0.30391,0.545736,2.54433,5.69621,[V],"['N#CC1Cc2c1c(ccc2C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C#CC(=O)[O-]', '[O]']"
hMOF-6005118,[O-]C(=O)c1ccc(cc1)N1C(=O)c2ccc3c4c2c(C1=O)ccc4c1c2c3ccc3c2c(cc1)C(=O)N(C3=O)c1ccc(cc1)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6005118,0.61694,1.81568,2.87864,5.98518,10.4245,[V],"['[O-]C(=O)c1ccc(cc1)N1C(=O)c2ccc3c4c2c(C1=O)ccc4c1c2c3ccc3c2c(cc1)C(=O)N(C3=O)c1ccc(cc1)C(=O)[O-]', '[O]']"
hMOF-6001135,[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC(=CC(=O)[O-])F.[O].[V] MOFid-v1.rna.cat0;6001135,0.0110608,0.0370536,0.0796376,0.434965,2.52131,[V],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O-]C(=O)C=CC(=CC(=O)[O-])F', '[O]']"
hMOF-6002516,[O-]C(=O)C#CC12CC(c3ccccc3)C(CC1C1=CCC=C[CH]1)(C(C2C1[CH]C=[C]C=C1)(C1=[C]C=CC=C1)c1ccccc1)C#CC(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6002516,0.0525762,0.289865,0.44815,0.901446,1.23346,[V],"['[O-]C(=O)C#CC12CC(c3ccccc3)C(CC1C1=CCC=C[CH]1)(C(C2C1[CH]C=[C]C=C1)(C1=[C]C=CC=C1)c1ccccc1)C#CC(=O)[O-]', '[O-]C(=O)C=CC=CC(=O)[O-]', '[O]']"
hMOF-6004703,COc1cc(C(=O)[O-])c(c(c1c1nnc(nn1)c1ccc(c(c1)OC)C(=O)[O-])OC)OC.COc1cc(ccc1c1nnc(nn1)c1cc(OC)c(c(c1OC)OC)C(=O)[O-])C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6004703,0.137006,0.467941,0.820313,2.10389,5.08895,[V],"['COc1cc(C(=O)[O-])c(c(c1c1nnc(nn1)c1ccc(c(c1)OC)C(=O)[O-])OC)OC', 'COc1cc(ccc1c1nnc(nn1)c1cc(OC)c(c(c1OC)OC)C(=O)[O-])C(=O)[O-]', '[O]']"
hMOF-1002347,N#Cc1cc2cc(ccc2cc1C(=O)[O-])C(=O)[O-].[O-]C(=O)C#Cc1ccc(cc1)C#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.0213597,0.117479,0.218937,1.05538,5.50355,[V],"['N#Cc1cc2cc(ccc2cc1C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C#Cc1ccc(cc1)C#CC(=O)[O-]', '[O]']"
hMOF-6002637,[O-]C(=O)C#CC#CC(=O)[O-].[O-]C(=O)C#CC12CCC(C(C1N)(N)N)(CC2(N)N)C#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6002637,0.0184565,0.0820996,0.147652,0.774749,4.46287,[V],"['[O-]C(=O)C#CC#CC(=O)[O-]', '[O-]C(=O)C#CC12CCC(C(C1N)(N)N)(CC2(N)N)C#CC(=O)[O-]', '[O]']"
hMOF-6004456,[O-]C(=O)C(=CC=CC(=O)[O-])c1ccccc1.[O-]C(=O)c1ccc(cc1)c1nnc(nn1)c1ccc(cc1)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6004456,0.0147322,0.0829851,0.184805,0.934655,4.51812,[V],"['[O-]C(=O)C(=CC=CC(=O)[O-])c1ccccc1', '[O-]C(=O)c1ccc(cc1)c1nnc(nn1)c1ccc(cc1)C(=O)[O-]', '[O]']"
hMOF-6002725,[O-]C(=O)C#CC12CC(Cl)C(C(C1Cl)Cl)(C(C2Cl)(Cl)Cl)C#CC(=O)[O-].[O-]C(=O)C#CC12CCC(C(C1)Cl)(C(C2Cl)Cl)C#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6002725,0.028423,0.119189,0.23449,1.12097,5.01559,[V],"['[O-]C(=O)C#CC12CC(Cl)C(C(C1Cl)Cl)(C(C2Cl)(Cl)Cl)C#CC(=O)[O-]', '[O-]C(=O)C#CC12CCC(C(C1)Cl)(C(C2Cl)Cl)C#CC(=O)[O-]', '[O]']"
hMOF-1000024,[O-]C(=O)C1=[C][C]=C([C]=[C]1)C1=[C][C]=C([C]=[C]1)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)Cl)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.150911,0.855358,1.78013,6.31541,7.99444,[V],"['[O-]C(=O)C1=[C][C]=C([C]=[C]1)C1=[C][C]=C([C]=[C]1)C(=O)[O-]', '[O-]C(=O)c1ccc(c(c1)Cl)C(=O)[O-]', '[O]']"
hMOF-1000128,N#CC1Cc2c1c(cc(c2C(=O)[O-])C#N)C(=O)[O-].N#Cc1cc(ccc1c1ccc(cc1)C(=O)[O-])C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.300547,0.849824,1.22389,3.13629,6.22311,[V],"['N#CC1Cc2c1c(cc(c2C(=O)[O-])C#N)C(=O)[O-]', 'N#Cc1cc(ccc1c1ccc(cc1)C(=O)[O-])C(=O)[O-]', '[O]']"
hMOF-6000304,[O-]C(=O)C#CC#CC(=O)[O-].[O-]C(=O)c1ccc(cc1N)C#Cc1c(N)cc(c(c1N)N)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6000304,0.0115701,0.0698413,0.131689,0.678638,4.18501,[V],"['[O-]C(=O)C#CC#CC(=O)[O-]', '[O-]C(=O)c1ccc(cc1N)C#Cc1c(N)cc(c(c1N)N)C(=O)[O-]', '[O]']"
hMOF-1002994,N#Cc1c(ccc(c1C#N)C#CC(=O)[O-])C#CC(=O)[O-].N#Cc1c2c(c(C#N)cc3c2cc(cc3)C(=O)[O-])c2c(c1C#N)ccc(c2)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.286977,0.977919,1.71247,3.4294,7.19528,[V],"['N#Cc1c(ccc(c1C#N)C#CC(=O)[O-])C#CC(=O)[O-]', 'N#Cc1c2c(c(C#N)cc3c2cc(cc3)C(=O)[O-])c2c(c1C#N)ccc(c2)C(=O)[O-]', '[O]']"
hMOF-1000393,N#Cc1cc(C#CC(=O)[O-])c(c(c1C#CC(=O)[O-])C#N)C#N.N#Cc1cc(C#CC(=O)[O-])ccc1C#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.0320948,0.172059,0.331394,1.54986,5.9628,[V],"['N#Cc1cc(C#CC(=O)[O-])c(c(c1C#CC(=O)[O-])C#N)C#N', 'N#Cc1cc(C#CC(=O)[O-])ccc1C#CC(=O)[O-]', '[O]']"
hMOF-1001142,CCCOC(=CC(=O)[O-])C(=C(C(=O)[O-])OCCC)[O].[CH2]CC.CCCOc1cc(ccc1c1ccc(cc1OCCC)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[O].[V] MOFid-v1.UNKNOWN.cat0,0.110001,0.56363,1.08255,3.13126,6.83254,[V],"['CCCOC(=CC(=O)[O-])C(=C(C(=O)[O-])OCCC)[O]', '[CH2]CC', 'CCCOc1cc(ccc1c1ccc(cc1OCCC)C(=O)[O-])c1ccc(cc1)C(=O)[O-]', '[O]']"
hMOF-1002530,[O-]C(=O)C1=[C]C=C(C=C1)C#Cc1cc(Cl)c(c(c1Cl)Cl)C(=O)[O-].[O-]C(=O)c1ccc(c2c1C(=CC=[C]2)Cl)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.51347,1.56773,2.12898,4.26238,7.61963,[V],"['[O-]C(=O)C1=[C]C=C(C=C1)C#Cc1cc(Cl)c(c(c1Cl)Cl)C(=O)[O-]', '[O-]C(=O)c1ccc(c2c1C(=CC=[C]2)Cl)C(=O)[O-]', '[O]']"
hMOF-6001759,BrC(=C(C#CC(=O)[O-])Br)C#CC(=O)[O-].[O-]C(=O)C1=[C]C2=C(C=C1)[C]=C([C]=C2)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6001759,0.0216944,0.101839,0.201329,1.11208,5.11352,[V],"['BrC(=C(C#CC(=O)[O-])Br)C#CC(=O)[O-]', '[O-]C(=O)C1=[C]C2=C(C=C1)[C]=C([C]=C2)C(=O)[O-]', '[O]']"
hMOF-1002286,[O-]C(=O)C1=CC=C(C[CH]1)C1=C(C=[C]c2ccc(cc2C2=C[CH]C([CH][CH]1)C=C2)C(=O)[O-])C1=[C]C=CC=C1.[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.0379645,0.183853,0.420672,1.81082,7.06416,[V],"['[O-]C(=O)C1=CC=C(C[CH]1)C1=C(C=[C]c2ccc(cc2C2=C[CH]C([CH][CH]1)C=C2)C(=O)[O-])C1=[C]C=CC=C1', '[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-]', '[O]']"
hMOF-6004266,[O-]C(=O)C1=C2[CH]C(C2=C(C=[C]1)C(=O)[O-])(F)F.[O-]C(=O)c1ccc(c(c1)F)c1nnc(nn1)c1cc(F)c(cc1F)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6004266,0.0548553,0.25188,0.572086,2.51604,7.2706,[V],"['[O-]C(=O)C1=C2[CH]C(C2=C(C=[C]1)C(=O)[O-])(F)F', '[O-]C(=O)c1ccc(c(c1)F)c1nnc(nn1)c1cc(F)c(cc1F)C(=O)[O-]', '[O]']"
hMOF-6003651,[O-]C(=O)C#CC12C3C4C2C2(C1C3C42C#CC(=O)[O-])C.[O-]C(=O)C#CC=CC#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6003651,0.0155053,0.07137,0.126323,0.647802,3.27641,[V],"['[O-]C(=O)C#CC12C3C4C2C2(C1C3C42C#CC(=O)[O-])C', '[O-]C(=O)C#CC=CC#CC(=O)[O-]', '[O]']"
hMOF-6001797,Cc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])c(C)c(c(c1)C)C.[O-]C(=O)C#CC=CC#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6001797,1.36212,2.54252,3.11853,4.52831,5.97461,[V],"['Cc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])c(C)c(c(c1)C)C', '[O-]C(=O)C#CC=CC#CC(=O)[O-]', '[O]']"
hMOF-1001189,N#CC(=CC=CC(=O)[O-])C(=O)[O-].[O-]C(=O)C#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.0231135,0.127124,0.251815,1.25573,5.07432,[V],"['N#CC(=CC=CC(=O)[O-])C(=O)[O-]', '[O-]C(=O)C#CC(=O)[O-]', '[O]']"
hMOF-1000263,CCOC1Cc2c1c(C(=O)[O-])c(c(c2C(=O)[O-])[O])OCC.[O-]C(=O)C#CC(=O)[O-].[O].[V] MOFid-v1.UNKNOWN.cat0,0.148268,0.468781,0.860348,1.62104,2.67014,[V],"['CCOC1Cc2c1c(C(=O)[O-])c(c(c2C(=O)[O-])[O])OCC', '[O-]C(=O)C#CC(=O)[O-]', '[O]']"
hMOF-1002937,ClC1C(Cl)c2c1c(ccc2C(=O)[O-])C(=O)[O-].[O-]C(=O)c1ccc2c(c1)c1ccc3c(c1cc2Cl)cc(cc3Cl)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.874093,2.14279,3.25816,5.06433,6.2963,[V],"['ClC1C(Cl)c2c1c(ccc2C(=O)[O-])C(=O)[O-]', '[O-]C(=O)c1ccc2c(c1)c1ccc3c(c1cc2Cl)cc(cc3Cl)C(=O)[O-]', '[O]']"
hMOF-6001878,[O-]C(=O)C#CC#CC(=O)[O-].[O-]C(=O)C#CC=CC#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6001878,0.00549718,0.0321151,0.0648089,0.292797,1.60778,[V],"['[O-]C(=O)C#CC#CC(=O)[O-]', '[O-]C(=O)C#CC=CC#CC(=O)[O-]', '[O]']"
hMOF-6003329,[O-]C(=O)C#CC12C3C4C1C1(C2(C3C41C#CC(=O)[O-])F)F.[O-]C(=O)c1ccc(c(c1)F)N=Nc1cc(F)c(cc1F)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6003329,0.0407397,0.209176,0.422461,1.81138,5.97573,[V],"['[O-]C(=O)C#CC12C3C4C1C1(C2(C3C41C#CC(=O)[O-])F)F', '[O-]C(=O)c1ccc(c(c1)F)N=Nc1cc(F)c(cc1F)C(=O)[O-]', '[O]']"
hMOF-6002694,NC(=CC#CC(=O)[O-])C#CC(=O)[O-].[O-]C(=O)C#CC12CC(N)C(C(C1N)N)(C(C2N)(N)N)C#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6002694,0.0137538,0.0685753,0.133664,0.74348,3.55739,[V],"['NC(=CC#CC(=O)[O-])C#CC(=O)[O-]', '[O-]C(=O)C#CC12CC(N)C(C(C1N)N)(C(C2N)(N)N)C#CC(=O)[O-]', '[O]']"
hMOF-6004426,Nc1c(ccc(c1N)C(=O)[O-])c1nnc(nn1)c1c2[NH2][NH2]c1c1c(c2[NH2][NH2]1)C(=O)[O-].[O-]C(=O)C=CC(=O)[O-].[O].[V] MOFid-v1.rna,0.100651,0.520537,0.889527,3.402,6.91187,[V],"['Nc1c(ccc(c1N)C(=O)[O-])c1nnc(nn1)c1c2[NH2][NH2]c1c1c(c2[NH2][NH2]1)C(=O)[O-]', '[O-]C(=O)C=CC(=O)[O-]', '[O]']"
hMOF-1002845,Fc1cc(ccc1N=Nc1ccc(c(c1)F)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1ccc(cc1F)N=Nc1c(F)cc(c(c1F)F)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.0504335,0.236427,0.447637,1.96707,6.45805,[V],"['Fc1cc(ccc1N=Nc1ccc(c(c1)F)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)c1ccc(cc1F)N=Nc1c(F)cc(c(c1F)F)C(=O)[O-]', '[O]']"
hMOF-6003518,N=NC12C3(N=N)C4C1(C#CC(=O)[O-])C1(C2(C3(C41N=N)C#CC(=O)[O-])N=N)N=N.N=Nc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])cc(c(c1)N=N)N=N.[O].[V] MOFid-v1.rna.cat0;6003518,0.723289,1.65973,2.01789,3.09003,4.38434,[V],"['N=NC12C3(N=N)C4C1(C#CC(=O)[O-])C1(C2(C3(C41N=N)C#CC(=O)[O-])N=N)N=N', 'N=Nc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])cc(c(c1)N=N)N=N', '[O]']"
hMOF-6002280,[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C12CC(N)(N)C(C(C1(N)N)(N)N)(C(C2(N)N)(N)N)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6002280,0.0105429,0.0700908,0.124367,0.697003,3.54007,[V],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O-]C(=O)C12CC(N)(N)C(C(C1(N)N)(N)N)(C(C2(N)N)(N)N)C(=O)[O-]', '[O]']"
hMOF-6003500,CCC12C3(C#CC(=O)[O-])C4C2(C2(C1(C3C42CC)CC)C#CC(=O)[O-])CC.CCC12C3C4C2(C2(C1C3(C42CC)C#CC(=O)[O-])CC)C#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6003500,0.0841452,0.427545,0.777143,2.96538,7.8627,[V],"['CCC12C3(C#CC(=O)[O-])C4C2(C2(C1(C3C42CC)CC)C#CC(=O)[O-])CC', 'CCC12C3C4C2(C2(C1C3(C42CC)C#CC(=O)[O-])CC)C#CC(=O)[O-]', '[O]']"
hMOF-6002362,[CH2][CH]C=C[CH]C1(C2[CH]C=CC=C2)[C](C#CC(=O)[O-])CC(C(C1(C1=[C]C=CC=C1)C1=[C]C=CC=C1)(C#CC(=O)[O-])C(c1ccccc1)[CH])c1ccccc1.[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6002362,0.0205832,0.112451,0.229089,0.993573,3.00898,[V],"['[CH2][CH]C=C[CH]C1(C2[CH]C=CC=C2)[C](C#CC(=O)[O-])CC(C(C1(C1=[C]C=CC=C1)C1=[C]C=CC=C1)(C#CC(=O)[O-])C(c1ccccc1)[CH])c1ccccc1', '[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-]', '[O]']"
hMOF-6002181,FC1CC2(C(=O)[O-])C(CC1(C(=O)[O-])C(C2(F)F)(F)F)F.[O-]C(=O)c1ccc2c(c1F)cc(c(c2F)C(=O)[O-])F.[O].[V] MOFid-v1.rna.cat0;6002181,0.0807159,0.445353,0.893008,3.00897,4.5893,[V],"['FC1CC2(C(=O)[O-])C(CC1(C(=O)[O-])C(C2(F)F)(F)F)F', '[O-]C(=O)c1ccc2c(c1F)cc(c(c2F)C(=O)[O-])F', '[O]']"
hMOF-6003753,[O-]C(=O)c1ccc(cc1)C=Cc1ccc(cc1)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6003753,0.0791596,0.397111,0.698555,2.66985,6.93172,[V],"['[O-]C(=O)c1ccc(cc1)C=Cc1ccc(cc1)C(=O)[O-]', '[O]']"
hMOF-6004055,COC(=Cc1ccc(cc1)C(=O)[O-])c1ccc(c(c1)OC)C(=O)[O-].COc1c(cc2c(c1OC)ccc1c2c(OC)cc2c1c(OC)c(cc2)C(=O)[O-])C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6004055,0.78515,1.92522,2.52453,4.67331,8.58719,[V],"['COC(=Cc1ccc(cc1)C(=O)[O-])c1ccc(c(c1)OC)C(=O)[O-]', 'COc1c(cc2c(c1OC)ccc1c2c(OC)cc2c1c(OC)c(cc2)C(=O)[O-])C(=O)[O-]', '[O]']"
hMOF-6003641,N=NC12C3C4C2(C2(C1C3(C42N=N)C#CC(=O)[O-])N=N)C#CC(=O)[O-].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6003641,0.00953491,0.0612669,0.129026,0.566617,2.79028,[V],"['N=NC12C3C4C2(C2(C1C3(C42N=N)C#CC(=O)[O-])N=N)C#CC(=O)[O-]', '[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O]']"
hMOF-1001384,CCCC(=C(C(=O)[O-])C[CH2])C=CC(=O)[O-].[O-]C(=O)C(=CC=CC(=O)[O-])CCC.[O].[V] MOFid-v1.rna.cat0,0.661895,1.61876,2.18303,3.95078,5.49736,[V],"['CCCC(=C(C(=O)[O-])C[CH2])C=CC(=O)[O-]', '[O-]C(=O)C(=CC=CC(=O)[O-])CCC', '[O]']"
hMOF-6001159,[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC(=CC(=O)[O-])O.[O].[V] MOFid-v1.rna.cat0;6001159,0.00777683,0.0447168,0.0830454,0.399673,2.41276,[V],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O-]C(=O)C=CC(=CC(=O)[O-])O', '[O]']"
hMOF-6002703,N=NC1C2(C#CC(=O)[O-])C(N=N)C3(C4(C1([N]NN[N]C2C4(N=N)N=N)[N]NN[N]3)C#CC(=O)[O-])N=N.[O-]C(=O)C#CC=CC#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6002703,0.0126227,0.0471775,0.120074,0.528735,3.27955,[V],"['N=NC1C2(C#CC(=O)[O-])C(N=N)C3(C4(C1([N]NN[N]C2C4(N=N)N=N)[N]NN[N]3)C#CC(=O)[O-])N=N', '[O-]C(=O)C#CC=CC#CC(=O)[O-]', '[O]']"
hMOF-6004481,[O-]C(=O)C(=O)[O-].[O-]C(=O)c1ccc(c(c1F)F)c1nnc(nn1)c1c(F)cc(c(c1F)F)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6004481,0.21239,1.08113,1.50058,4.04175,6.0909,[V],"['[O-]C(=O)C(=O)[O-]', '[O-]C(=O)c1ccc(c(c1F)F)c1nnc(nn1)c1c(F)cc(c(c1F)F)C(=O)[O-]', '[O]']"
hMOF-6002875,[O-]C(=O)C12C3C4C1C1C2(C3C41C(=O)[O-])c1ccccc1.[O-]C(=O)c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6002875,0.0135469,0.0756368,0.148451,0.740375,3.80009,[V],"['[O-]C(=O)C12C3C4C1C1C2(C3C41C(=O)[O-])c1ccccc1', '[O-]C(=O)c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-]', '[O]']"
hMOF-6001412,[O-]C(=O)C#CC#CC#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6001412,0.00578136,0.0418461,0.0685504,0.319351,1.66008,[V],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O]']"
hMOF-1003074,CCCOc1c(cc2c(c1[O])c(O[CH2])cc1c2c(OC[CH2])cc2c1c(OCCC)c(cc2OCCC)C(=O)[O-])C(=O)[O-].[O-]C(=O)C(=C(C=CC(=O)[O-])OCCC)[O].[O].[V] MOFid-v1.rna.cat0,0.977542,1.20857,1.53232,1.76798,1.88979,[V],"['CCCOc1c(cc2c(c1[O])c(O[CH2])cc1c2c(OC[CH2])cc2c1c(OCCC)c(cc2OCCC)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C(=C(C=CC(=O)[O-])OCCC)[O]', '[O]']"
hMOF-1000362,[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)C#Cc1ccc(cc1)C#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat1,0.0661734,0.33114,0.583827,1.4741,1.93226,[V],"['[O-]C(=O)C#CC(=O)[O-]', '[O-]C(=O)C#Cc1ccc(cc1)C#CC(=O)[O-]', '[O]']"
hMOF-6004151,[O-]C(=O)C12C3(F)C4C2(C2(C1(C3C42C(=O)[O-])F)F)F.[O-]C(=O)c1ccc(cc1F)C=Cc1ccc(c(c1)F)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6004151,0.0993581,0.322243,0.683154,2.24012,6.75653,[V],"['[O-]C(=O)C12C3(F)C4C2(C2(C1(C3C42C(=O)[O-])F)F)F', '[O-]C(=O)c1ccc(cc1F)C=Cc1ccc(c(c1)F)C(=O)[O-]', '[O]']"
hMOF-1001191,[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)[C]C=C[C](C(=O)[O-])[O].[CH3].[O].[V] MOFid-v1.rna.cat0,0.0518423,0.263695,0.493482,2.33767,5.3221,[V],"['[O-]C(=O)C#CC(=O)[O-]', '[O-]C(=O)[C]C=C[C](C(=O)[O-])[O]', '[CH3]', '[O]']"
hMOF-6004898,ClO[C]1N(C2=[C]C(=C(C=C2)C(=O)[O-])Cl)C(=O)c2c3c1cc(Cl)c1c3c(cc2Cl)C(=O)N([C]1OCl)C1=[C]C=C(C=C1)C(=O)[O-].ClO[C]1N(C2=[C]C=C(C(=C2)Cl)C(=O)[O-])C(=O)c2c3c1cc(Cl)c1c3c(c(c2Cl)Cl)C(=O)N(C1=O)c1ccc(c(c1)Cl)C(=O)[O-].[O].[V] MOFid-v1.rna.cat1;6004898,0.0943135,0.412334,0.726247,2.06742,3.55828,[V],"['ClO[C]1N(C2=[C]C(=C(C=C2)C(=O)[O-])Cl)C(=O)c2c3c1cc(Cl)c1c3c(cc2Cl)C(=O)N([C]1OCl)C1=[C]C=C(C=C1)C(=O)[O-]', 'ClO[C]1N(C2=[C]C=C(C(=C2)Cl)C(=O)[O-])C(=O)c2c3c1cc(Cl)c1c3c(c(c2Cl)Cl)C(=O)N(C1=O)c1ccc(c(c1)Cl)C(=O)[O-]', '[O]']"
hMOF-6004648,Nc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1cc(N)c(c(c1)N)C(=O)[O-])N.[O-]C(=O)C#CC#CC(=O)[O-].[O].[V] MOFid-v1.UNKNOWN.cat0;6004648,0.0132651,0.0763221,0.156297,0.810514,4.94633,[V],"['Nc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1cc(N)c(c(c1)N)C(=O)[O-])N', '[O-]C(=O)C#CC#CC(=O)[O-]', '[O]']"
hMOF-6004828,[O-]C(=O)C1=C[C]=C([C]=C1)c1nnc(nn1)c1ccc(cc1)C(=O)[O-].[O-]C(=O)C1=[C]C=C(C(=C1)Br)C=[C]c1ccc(cc1)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6004828,0.0227615,0.11078,0.231091,1.12799,4.88958,[V],"['[O-]C(=O)C1=C[C]=C([C]=C1)c1nnc(nn1)c1ccc(cc1)C(=O)[O-]', '[O-]C(=O)C1=[C]C=C(C(=C1)Br)C=[C]c1ccc(cc1)C(=O)[O-]', '[O]']"
hMOF-6003412,[O-]C(=O)C=CC(=CC(=O)[O-])O.[O].[V] MOFid-v1.rna.cat0;6003412,0.0207369,0.112932,0.22054,0.951656,4.13085,[V],"['[O-]C(=O)C=CC(=CC(=O)[O-])O', '[O]']"
hMOF-6002607,[O-]C(=O)C#CC12CC(O)C(CC1O)(C(C2O)O)C#CC(=O)[O-].[O-]C(=O)c1ccc2c(c1O)c1cccc(c1c(c2)O)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6002607,0.412067,1.12057,1.54669,2.78628,5.34706,[V],"['[O-]C(=O)C#CC12CC(O)C(CC1O)(C(C2O)O)C#CC(=O)[O-]', '[O-]C(=O)c1ccc2c(c1O)c1cccc(c1c(c2)O)C(=O)[O-]', '[O]']"
hMOF-6003173,[O-]C(=O)C#CC12C(N)C(N)C(C(C1N)N)(C(C2(N)N)(N)N)C#CC(=O)[O-].[O-]C(=O)C12C3C4C2(C2(C1(C3C42C(=O)[O-])N)N)N.[O].[V] MOFid-v1.rna.cat0;6003173,0.0226696,0.122723,0.273569,1.07229,3.44271,[V],"['[O-]C(=O)C#CC12C(N)C(N)C(C(C1N)N)(C(C2(N)N)(N)N)C#CC(=O)[O-]', '[O-]C(=O)C12C3C4C2(C2(C1(C3C42C(=O)[O-])N)N)N', '[O]']"
